subject,repetition,window_id,start_sample,end_sample,label,gesture_id,gesture_name,action_ratio,n_rr,mean_hr_bpm,std_hr_bpm,mean_rr_ms,sdnn_ms,rmssd_ms,pnn50_pct
S09,1,28,137345,142345,GESTURE,7,Flexion of Little Finger,0.638,12,79.29,3.08,757.83,29.85,44.44,36.36
S09,1,29,142345,147345,REST,-1,REST,0.338,12,80.21,5.54,751.67,54.52,35.59,18.18
S09,1,30,147345,152345,GESTURE,5,Pointing Index,0.998,12,73.37,4.47,820.83,51.70,36.33,9.09
S09,1,31,152345,157345,GESTURE,5,Pointing Index,0.670,11,77.24,3.99,778.91,43.67,44.77,10.00
S09,1,32,157345,162345,GESTURE,5,Pointing Index,0.657,12,77.56,7.64,780.83,77.22,50.56,27.27
S09,1,33,162345,167345,REST,-1,REST,0.310,12,81.60,5.57,738.83,54.07,30.17,9.09
S09,1,34,167345,172345,GESTURE,9,Flexion of Thumb,1.000,12,73.24,4.15,821.67,44.80,30.80,0.00
S09,1,35,172345,177345,GESTURE,9,Flexion of Thumb,0.672,11,73.17,3.09,821.45,35.08,38.93,20.00
S09,1,36,177345,182345,GESTURE,9,Flexion of Thumb,0.673,12,76.53,2.52,784.83,26.51,39.97,18.18
S09,1,37,182345,187345,REST,-1,REST,0.301,12,82.50,8.16,734.50,76.08,44.39,9.09
S09,1,38,187345,192345,GESTURE,8,Tripod Grasp,1.000,11,71.00,4.83,848.91,59.63,23.96,10.00
S09,1,39,192345,197345,GESTURE,8,Tripod Grasp,0.668,12,78.56,6.69,769.17,66.18,40.56,18.18
S09,1,40,197345,202345,GESTURE,8,Tripod Grasp,0.689,13,85.79,3.10,700.31,26.09,21.29,0.00
S09,1,41,202345,207345,REST,-1,REST,0.286,13,83.31,5.02,722.77,44.71,27.22,8.33
S09,1,42,207345,212345,GESTURE,2,Hand Open,1.000,11,73.82,7.03,820.00,79.40,50.05,20.00
S09,1,43,212345,217345,GESTURE,2,Hand Open,0.667,11,72.23,2.03,831.27,23.90,25.20,10.00
S09,2,1,402,5402,REST,-1,REST,0.000,12,75.53,4.27,796.83,44.77,45.79,27.27
S09,2,2,5402,10402,REST,-1,REST,0.000,12,75.61,2.66,794.50,29.40,18.22,0.00
S09,2,3,10402,15402,REST,-1,REST,0.000,12,78.95,5.35,763.50,54.51,30.59,9.09
S09,2,4,15402,20402,REST,-1,REST,0.000,12,80.45,2.35,746.50,23.19,23.14,9.09
S09,2,5,20402,25402,REST,-1,REST,0.046,13,86.53,10.32,703.38,87.72,49.23,25.00
S09,2,6,25402,30402,GESTURE,10,Flexion of Middle Finger,1.000,13,84.53,9.72,719.23,85.36,30.27,8.33
S09,2,7,30402,35402,GESTURE,10,Flexion of Middle Finger,0.672,13,82.25,2.28,730.00,20.86,22.83,8.33
S09,2,8,35402,40402,GESTURE,10,Flexion of Middle Finger,0.940,12,81.06,3.85,741.83,36.30,19.04,0.00
S09,2,9,40402,45402,REST,-1,REST,0.030,13,82.41,3.00,729.08,27.98,23.87,0.00
S09,2,10,45402,50402,GESTURE,3,Wrist Flexion,1.000,12,78.78,1.86,762.00,19.11,16.75,0.00
S09,2,11,50402,55402,GESTURE,3,Wrist Flexion,0.672,12,76.27,1.62,787.00,17.51,24.35,0.00
S09,2,12,55402,60402,GESTURE,3,Wrist Flexion,0.967,12,76.90,2.06,780.83,21.40,22.56,0.00
S09,2,13,60402,65402,REST,-1,REST,0.002,12,81.57,2.43,736.17,22.57,16.58,0.00
S09,2,14,65402,70402,GESTURE,4,Wrist Extension,1.000,13,81.17,2.47,739.85,23.34,18.08,0.00
S09,2,15,70402,75402,GESTURE,4,Wrist Extension,0.672,12,80.50,3.20,746.50,29.42,30.53,18.18
S09,2,16,75402,80402,GESTURE,4,Wrist Extension,0.987,15,93.19,6.03,646.53,42.54,17.34,0.00
S09,2,17,80402,85402,REST,-1,REST,0.000,13,86.19,4.83,698.31,40.82,27.75,16.67
S09,2,18,85402,90402,GESTURE,1,Hand Close,0.981,12,77.02,4.62,781.83,49.59,32.64,18.18
S09,2,19,90402,95402,GESTURE,1,Hand Close,0.676,12,80.94,3.21,742.50,30.79,30.37,9.09
S09,2,20,95402,100402,GESTURE,1,Hand Close,1.000,13,82.71,5.06,728.31,49.40,37.22,16.67
S09,2,21,100402,105402,REST,-1,REST,0.003,13,86.40,8.24,701.85,81.16,43.85,8.33
S09,2,22,105402,110402,GESTURE,7,Flexion of Little Finger,0.972,12,80.89,3.86,743.50,38.90,48.22,27.27
S09,2,23,110402,115402,GESTURE,7,Flexion of Little Finger,0.670,14,86.18,9.05,704.29,80.29,32.29,15.38
S09,2,24,115402,120402,GESTURE,7,Flexion of Little Finger,1.000,14,94.72,6.84,636.86,48.87,18.82,0.00
