subject,repetition,window_id,start_sample,end_sample,label,gesture_id,gesture_name,action_ratio,n_rr,mean_hr_bpm,std_hr_bpm,mean_rr_ms,sdnn_ms,rmssd_ms,pnn50_pct
S17,1,26,125382,130382,GESTURE,3,Wrist Flexion,0.977,14,88.09,5.96,684.14,46.13,14.33,0.00
S17,1,27,130382,135382,GESTURE,3,Wrist Flexion,0.666,13,83.65,4.08,719.08,38.53,30.09,16.67
S17,1,28,135382,140382,GESTURE,3,Wrist Flexion,1.000,12,82.80,4.62,727.00,43.67,29.23,18.18
S17,1,29,140382,145382,REST,-1,REST,0.015,15,95.39,7.27,632.93,53.82,20.66,0.00
S17,1,30,145382,150382,GESTURE,6,Cut Something,0.960,15,93.55,1.81,641.60,12.72,6.70,0.00
S17,1,31,150382,155382,GESTURE,6,Cut Something,0.672,13,85.28,1.67,703.85,14.39,14.47,0.00
S17,1,32,155382,160382,GESTURE,6,Cut Something,1.000,14,89.86,8.44,674.00,69.46,36.80,23.08
S17,1,33,160382,165382,REST,-1,REST,0.029,13,82.55,7.72,734.15,81.33,63.43,33.33
S17,1,34,165382,170382,GESTURE,10,Flexion of Middle Finger,0.937,14,89.98,2.80,667.43,21.59,14.41,0.00
S17,1,35,170382,175382,GESTURE,10,Flexion of Middle Finger,0.673,14,92.19,2.04,651.14,15.08,11.22,0.00
S17,1,36,175382,180382,GESTURE,10,Flexion of Middle Finger,1.000,14,91.61,1.47,655.14,10.89,9.28,0.00
S17,1,37,180382,185382,REST,-1,REST,0.052,14,89.59,2.20,670.14,16.69,8.34,0.00
S17,1,38,185382,190382,GESTURE,8,Tripod Grasp,0.917,16,101.82,3.97,590.25,25.27,14.47,0.00
S17,1,39,190382,195382,GESTURE,8,Tripod Grasp,0.669,15,97.86,2.73,613.60,17.89,15.74,0.00
S17,1,40,195382,200382,GESTURE,8,Tripod Grasp,1.000,15,94.14,2.26,637.73,16.32,14.88,0.00
S17,1,41,200382,205382,REST,-1,REST,0.062,15,95.74,3.08,627.33,20.77,17.50,0.00
S17,1,42,205382,210382,GESTURE,7,Flexion of Little Finger,0.908,14,92.30,8.33,655.57,63.22,22.30,0.00
S17,1,43,210382,215382,GESTURE,7,Flexion of Little Finger,0.676,14,89.05,3.51,674.86,27.55,20.10,0.00
S17,1,44,215382,220382,GESTURE,7,Flexion of Little Finger,1.000,15,98.58,2.53,609.07,16.68,10.98,0.00
S17,2,1,427,5427,REST,-1,REST,0.000,15,91.30,3.74,658.27,27.78,17.01,0.00
S17,2,2,5427,10427,REST,-1,REST,0.000,14,95.55,4.20,629.14,28.48,16.08,0.00
S17,2,3,10427,15427,REST,-1,REST,0.000,14,88.57,2.18,677.86,17.51,8.25,0.00
S17,2,4,15427,20427,REST,-1,REST,0.000,14,91.80,3.81,654.71,27.84,19.50,0.00
S17,2,5,20427,25427,REST,-1,REST,0.048,13,83.85,2.71,716.31,24.05,16.19,0.00
S17,2,6,25427,30427,GESTURE,7,Flexion of Little Finger,1.000,14,88.80,5.47,678.29,43.92,22.09,0.00
S17,2,7,30427,35427,GESTURE,7,Flexion of Little Finger,0.671,15,95.46,7.16,632.00,48.02,16.54,0.00
S17,2,8,35427,40427,GESTURE,7,Flexion of Little Finger,0.934,14,91.13,13.83,674.57,111.06,31.96,7.69
S17,2,9,40427,45427,REST,-1,REST,0.037,12,77.14,1.66,778.17,17.40,18.50,0.00
S17,2,10,45427,50427,GESTURE,10,Flexion of Middle Finger,1.000,13,83.79,2.23,716.62,19.59,20.28,0.00
S17,2,11,50427,55427,GESTURE,10,Flexion of Middle Finger,0.673,14,90.44,1.30,663.57,9.93,11.11,0.00
S17,2,12,55427,60427,GESTURE,10,Flexion of Middle Finger,0.941,14,95.07,3.78,632.14,26.25,16.41,0.00
S17,2,13,60427,65427,REST,-1,REST,0.033,15,93.85,2.83,639.87,19.81,13.94,0.00
S17,2,14,65427,70427,GESTURE,9,Flexion of Thumb,1.000,15,95.40,6.20,631.60,42.75,16.84,0.00
S17,2,15,70427,75427,GESTURE,9,Flexion of Thumb,0.673,13,87.43,2.71,686.92,22.30,14.24,0.00
S17,2,16,75427,80427,GESTURE,9,Flexion of Thumb,0.962,14,88.56,3.68,678.71,29.67,14.97,0.00
S17,2,17,80427,85427,REST,-1,REST,0.005,14,91.90,6.83,656.57,51.34,18.46,0.00
S17,2,18,85427,90427,GESTURE,6,Cut Something,1.000,14,85.32,4.12,704.86,35.71,21.19,0.00
S17,2,19,90427,95427,GESTURE,6,Cut Something,0.674,13,89.10,4.04,674.77,31.48,16.80,0.00
S17,2,20,95427,100427,GESTURE,6,Cut Something,0.982,15,94.32,3.05,636.80,20.84,10.72,0.00
S17,2,21,100427,105427,REST,-1,REST,0.000,13,84.87,7.68,712.92,69.09,39.45,16.67
S17,2,22,105427,110427,GESTURE,5,Pointing Index,0.989,14,87.40,1.63,686.71,13.42,13.17,0.00
S17,2,23,110427,115427,GESTURE,5,Pointing Index,0.669,14,89.88,2.70,668.14,20.94,19.01,0.00
S17,2,24,115427,120427,GESTURE,5,Pointing Index,1.000,15,96.91,2.64,619.60,17.31,13.48,0.00
S17,2,25,120427,125427,REST,-1,REST,0.003,14,92.21,2.34,651.14,17.50,11.78,0.00
S17,2,26,125427,130427,GESTURE,3,Wrist Flexion,0.971,14,89.77,8.50,674.71,69.77,33.42,15.38
S17,2,27,130427,135427,GESTURE,3,Wrist Flexion,0.672,16,99.19,5.31,606.75,35.17,21.88,0.00
S17,2,28,135427,140427,GESTURE,3,Wrist Flexion,1.000,13,85.12,6.98,710.00,64.63,46.17,16.67
S17,2,29,140427,145427,REST,-1,REST,0.013,13,85.59,1.91,701.38,16.36,11.40,0.00
S17,2,30,145427,150427,GESTURE,1,Hand Close,0.960,14,91.78,6.80,657.29,50.20,19.11,0.00
S17,2,31,150427,155427,GESTURE,1,Hand Close,0.671,16,100.68,4.17,597.00,25.54,14.17,0.00
S17,2,32,155427,160427,GESTURE,1,Hand Close,1.000,13,83.99,6.77,719.08,60.51,36.46,16.67
S17,2,33,160427,165427,REST,-1,REST,0.017,13,86.97,4.78,692.00,40.22,34.35,25.00
S17,2,34,165427,170427,GESTURE,2,Hand Open,0.949,15,91.79,2.37,654.13,17.78,11.63,0.00
S17,2,35,170427,175427,GESTURE,2,Hand Open,0.669,14,89.33,7.04,675.86,55.16,26.16,0.00
S17,2,36,175427,180427,GESTURE,2,Hand Open,1.000,13,85.71,4.75,702.31,42.23,26.50,0.00
S17,2,37,180427,185427,REST,-1,REST,0.042,14,90.58,3.04,663.14,23.40,18.63,0.00
S17,2,38,185427,190427,GESTURE,8,Tripod Grasp,0.923,13,85.72,1.98,700.31,17.22,14.50,0.00
S17,2,39,190427,195427,GESTURE,8,Tripod Grasp,0.667,14,89.71,4.94,670.86,38.97,16.72,7.69
S17,2,40,195427,200427,GESTURE,8,Tripod Grasp,1.000,14,89.58,4.85,671.71,37.53,19.19,0.00
S17,2,41,200427,205427,REST,-1,REST,0.069,14,90.36,9.45,672.00,79.37,31.75,15.38
S17,2,42,205427,210427,GESTURE,4,Wrist Extension,0.899,14,90.55,4.73,664.43,36.10,22.93,0.00
S17,2,43,210427,215427,GESTURE,4,Wrist Extension,0.673,14,90.41,3.36,664.57,25.94,24.97,7.69
S17,2,44,215427,220427,GESTURE,4,Wrist Extension,1.000,14,87.02,7.89,695.14,64.71,31.93,7.69
S17,3,1,215,5215,REST,-1,REST,0.000,15,92.08,5.46,654.00,42.47,48.86,7.14
S17,3,2,5215,10215,REST,-1,REST,0.000,13,88.14,2.28,681.23,18.39,13.14,0.00
S17,3,3,10215,15215,REST,-1,REST,0.000,14,90.12,3.32,666.71,25.64,20.31,0.00
S17,3,4,15215,20215,REST,-1,REST,0.000,15,91.87,3.64,654.13,26.46,20.67,0.00
S17,3,5,20215,25215,REST,-1,REST,0.000,13,89.22,4.63,674.31,36.12,19.71,0.00
S17,3,6,25215,30215,GESTURE,4,Wrist Extension,0.984,14,89.93,4.83,669.14,37.75,31.83,15.38
S17,3,7,30215,35215,GESTURE,4,Wrist Extension,0.674,14,88.15,9.17,688.57,78.96,35.06,23.08
S17,3,8,35215,40215,GESTURE,4,Wrist Extension,1.000,13,84.76,2.44,708.46,21.26,16.68,0.00
S17,3,9,40215,45215,REST,-1,REST,0.004,13,84.90,2.72,707.38,23.06,18.06,0.00
S17,3,10,45215,50215,GESTURE,3,Wrist Flexion,0.964,15,96.23,2.99,624.13,20.67,12.34,0.00
S17,3,11,50215,55215,GESTURE,3,Wrist Flexion,0.669,14,92.93,4.77,647.29,33.77,18.98,0.00
S17,3,12,55215,60215,GESTURE,3,Wrist Flexion,1.000,13,83.97,5.66,718.00,53.44,31.23,16.67
S17,3,13,60215,65215,REST,-1,REST,0.024,15,91.77,4.31,655.20,31.44,15.74,0.00
S17,3,14,65215,70215,GESTURE,7,Flexion of Little Finger,0.954,13,89.86,4.69,669.54,36.91,17.62,0.00
S17,3,15,70215,75215,GESTURE,7,Flexion of Little Finger,0.669,14,89.30,5.05,674.00,38.73,20.34,0.00
S17,3,16,75215,80215,GESTURE,7,Flexion of Little Finger,1.000,15,94.74,9.71,640.40,72.06,36.75,7.14
S17,3,17,80215,85215,REST,-1,REST,0.032,15,96.23,3.14,624.13,20.89,13.97,0.00
S17,3,18,85215,90215,GESTURE,10,Flexion of Middle Finger,0.941,14,88.90,11.74,687.29,97.33,41.09,15.38
S17,3,19,90215,95215,GESTURE,10,Flexion of Middle Finger,0.668,13,86.91,3.03,691.23,24.92,16.72,0.00
S17,3,20,95215,100215,GESTURE,10,Flexion of Middle Finger,1.000,16,100.86,6.11,597.12,37.84,18.16,0.00
S17,3,21,100215,105215,REST,-1,REST,0.045,13,82.18,6.35,734.62,60.59,40.33,16.67
S17,3,22,105215,110215,GESTURE,2,Hand Open,0.931,12,84.53,5.63,713.00,49.66,23.75,0.00
S17,3,23,110215,115215,GESTURE,2,Hand Open,0.672,14,87.10,3.55,690.00,28.73,23.47,0.00
S17,3,24,115215,120215,GESTURE,2,Hand Open,1.000,13,87.09,1.14,689.08,9.44,9.42,0.00
S17,3,25,120215,125215,REST,-1,REST,0.049,15,94.07,4.36,639.20,30.80,13.95,0.00
S17,3,26,125215,130215,GESTURE,6,Cut Something,0.927,16,98.87,2.11,607.12,13.39,12.38,0.00
S17,3,27,130215,135215,GESTURE,6,Cut Something,0.677,15,96.28,2.42,623.60,16.51,14.65,0.00
S17,3,28,135215,140215,GESTURE,6,Cut Something,1.000,15,99.69,5.37,603.60,33.92,15.10,0.00
S17,3,29,140215,145215,REST,-1,REST,0.048,15,96.51,4.48,623.07,29.88,20.11,0.00
S17,3,30,145215,150215,GESTURE,9,Flexion of Thumb,0.927,15,95.20,2.82,630.80,19.40,15.73,0.00
S17,3,31,150215,155215,GESTURE,9,Flexion of Thumb,0.669,17,109.31,2.53,549.18,13.49,9.70,0.00
S17,3,32,155215,160215,GESTURE,9,Flexion of Thumb,1.000,18,113.16,4.94,531.22,23.76,9.42,0.00
S17,3,33,160215,165215,REST,-1,REST,0.065,17,111.31,6.16,540.71,31.46,18.03,0.00
S17,3,34,165215,170215,GESTURE,1,Hand Close,0.907,15,95.90,9.51,631.87,65.08,22.78,0.00
S17,3,35,170215,175215,GESTURE,1,Hand Close,0.667,15,94.49,2.57,635.47,18.13,20.96,0.00
S17,3,36,175215,180215,GESTURE,1,Hand Close,1.000,16,103.08,4.37,583.12,25.52,16.70,0.00
S17,3,37,180215,185215,REST,-1,REST,0.074,16,101.16,6.51,595.62,39.81,18.81,0.00
S17,3,38,185215,190215,GESTURE,5,Pointing Index,0.897,14,90.23,7.69,669.86,59.92,19.55,0.00
S17,3,39,190215,195215,GESTURE,5,Pointing Index,0.671,16,99.98,4.57,601.38,28.37,18.45,0.00
S17,3,40,195215,200215,GESTURE,5,Pointing Index,1.000,16,107.59,4.09,558.50,23.19,11.20,0.00
S17,3,41,200215,205215,REST,-1,REST,0.088,16,99.68,5.58,603.88,35.65,18.26,0.00
S17,3,42,205215,210215,GESTURE,8,Tripod Grasp,0.885,14,93.50,3.13,642.43,22.58,22.56,0.00
S17,3,43,210215,215215,GESTURE,8,Tripod Grasp,0.671,15,95.87,3.67,626.80,25.10,16.01,0.00
S17,3,44,215215,220215,GESTURE,8,Tripod Grasp,1.000,15,94.60,3.89,635.33,26.56,11.56,0.00
S17,4,1,193,5193,REST,-1,REST,0.000,15,95.66,2.47,627.60,16.44,14.41,0.00
S17,4,2,5193,10193,REST,-1,REST,0.000,15,94.30,3.61,637.20,25.17,20.04,0.00
S17,4,3,10193,15193,REST,-1,REST,0.000,15,93.05,8.49,650.53,65.09,34.18,21.43
S17,4,4,15193,20193,REST,-1,REST,0.000,15,99.49,12.64,614.00,89.44,34.55,14.29
S17,4,5,20193,25193,REST,-1,REST,0.000,15,97.52,5.69,617.47,38.77,27.37,7.14
S17,4,6,25193,30193,GESTURE,1,Hand Close,0.988,16,100.92,4.32,595.62,26.90,14.86,0.00
S17,4,7,30193,35193,GESTURE,1,Hand Close,0.671,16,107.54,9.71,562.62,53.81,15.76,0.00
S17,4,8,35193,40193,GESTURE,1,Hand Close,0.998,17,104.15,6.17,578.12,35.05,17.46,0.00
S17,4,9,40193,45193,REST,-1,REST,0.000,15,96.66,12.46,632.40,93.89,42.06,21.43
S17,4,10,45193,50193,GESTURE,7,Flexion of Little Finger,0.972,13,85.35,7.57,708.62,66.39,34.26,8.33
S17,4,11,50193,55193,GESTURE,7,Flexion of Little Finger,0.678,11,77.22,1.56,777.27,16.45,14.90,0.00
S17,4,12,55193,60193,GESTURE,7,Flexion of Little Finger,1.000,13,81.43,5.60,740.15,50.61,36.66,16.67
S17,4,13,60193,65193,REST,-1,REST,0.003,13,83.63,6.20,721.38,54.98,25.90,0.00
S17,4,14,65193,70193,GESTURE,8,Tripod Grasp,0.974,13,84.97,4.40,708.00,38.00,20.17,0.00
S17,4,15,70193,75193,GESTURE,8,Tripod Grasp,0.672,14,90.86,3.91,661.57,29.87,30.80,15.38
S17,4,16,75193,80193,GESTURE,8,Tripod Grasp,1.000,13,85.29,4.41,705.38,39.08,23.92,8.33
S17,4,17,80193,85193,REST,-1,REST,0.016,13,84.07,4.78,716.00,42.33,27.31,0.00
S17,4,18,85193,90193,GESTURE,6,Cut Something,0.954,13,86.14,4.31,698.31,36.69,22.44,0.00
S17,4,19,90193,95193,GESTURE,6,Cut Something,0.674,14,90.26,2.32,665.14,17.29,14.88,0.00
S17,4,20,95193,100193,GESTURE,6,Cut Something,1.000,14,90.44,2.34,663.86,17.90,10.61,0.00
S17,4,21,100193,105193,REST,-1,REST,0.030,13,82.68,4.30,727.69,40.45,27.20,8.33
S17,4,22,105193,110193,GESTURE,3,Wrist Flexion,0.936,14,88.36,2.12,679.43,17.12,12.45,0.00
S17,4,23,110193,115193,GESTURE,3,Wrist Flexion,0.673,14,87.61,3.80,686.14,30.46,21.20,0.00
S17,4,24,115193,120193,GESTURE,3,Wrist Flexion,1.000,13,85.21,2.12,704.62,18.55,13.00,0.00
S17,4,25,120193,125193,REST,-1,REST,0.053,13,88.05,5.38,684.00,43.63,24.05,0.00
S17,4,26,125193,130193,GESTURE,10,Flexion of Middle Finger,0.919,15,92.03,4.17,653.33,31.32,20.11,0.00
S17,4,27,130193,135193,GESTURE,10,Flexion of Middle Finger,0.672,14,92.70,4.62,648.86,33.78,19.07,0.00
S17,4,28,135193,140193,GESTURE,10,Flexion of Middle Finger,1.000,14,90.41,7.29,668.14,57.66,31.78,7.69
S17,4,29,140193,145193,REST,-1,REST,0.068,15,96.01,2.33,625.33,15.94,15.90,0.00
S17,4,30,145193,150193,GESTURE,5,Pointing Index,0.904,16,100.48,6.12,599.38,38.43,25.38,6.67
S17,4,31,150193,155193,GESTURE,5,Pointing Index,0.669,13,82.76,3.90,726.62,36.00,40.68,16.67
S17,4,32,155193,160193,GESTURE,5,Pointing Index,1.000,12,78.08,4.21,770.67,42.49,26.41,0.00
S17,4,33,160193,165193,REST,-1,REST,0.088,13,88.82,9.96,684.62,84.49,30.37,25.00
S17,4,34,165193,170193,GESTURE,9,Flexion of Thumb,0.882,14,89.03,5.66,676.71,45.28,24.06,0.00
S17,4,35,170193,175193,GESTURE,9,Flexion of Thumb,0.673,13,86.59,3.79,694.31,32.94,19.32,0.00
S17,4,36,175193,180193,GESTURE,9,Flexion of Thumb,1.000,15,95.31,2.21,629.87,15.46,14.97,0.00
S17,4,37,180193,185193,REST,-1,REST,0.101,15,98.27,5.41,612.40,35.10,25.65,7.14
S17,4,38,185193,190193,GESTURE,2,Hand Open,0.866,14,85.55,5.33,704.29,48.55,28.78,7.69
S17,4,39,190193,195193,GESTURE,2,Hand Open,0.667,14,95.35,2.55,629.71,17.49,17.29,0.00
S17,4,40,195193,200193,GESTURE,2,Hand Open,1.000,14,87.81,5.49,686.00,45.14,24.68,0.00
S17,4,41,200193,205193,REST,-1,REST,0.129,14,89.17,3.47,673.86,26.65,16.69,0.00
S17,4,42,205193,210193,GESTURE,4,Wrist Extension,0.844,13,87.64,3.45,685.69,27.71,15.79,0.00
S17,4,43,210193,215193,GESTURE,4,Wrist Extension,0.670,14,88.48,7.47,683.00,60.31,33.62,15.38
S17,4,44,215193,220193,GESTURE,4,Wrist Extension,1.000,15,95.26,8.15,634.67,58.81,22.87,0.00
S17,5,1,206,5206,REST,-1,REST,0.000,15,91.29,3.88,658.40,28.42,13.88,0.00
S17,5,2,5206,10206,REST,-1,REST,0.000,13,87.28,1.74,687.69,14.16,12.88,0.00
S17,5,3,10206,15206,REST,-1,REST,0.000,13,85.18,3.14,705.38,27.26,14.94,0.00
S17,5,4,15206,20206,REST,-1,REST,0.000,14,89.98,5.67,669.43,43.34,25.12,7.69
S17,5,5,20206,25206,REST,-1,REST,0.000,13,82.60,1.88,726.77,17.12,14.40,0.00
S17,5,6,25206,30206,GESTURE,2,Hand Open,0.995,14,89.05,3.88,675.00,29.83,22.17,0.00
S17,5,7,30206,35206,GESTURE,2,Hand Open,0.675,14,88.05,6.84,685.57,55.91,33.22,15.38
S17,5,8,35206,40206,GESTURE,2,Hand Open,0.994,13,88.91,7.13,679.23,57.12,17.75,0.00
S17,5,9,40206,45206,REST,-1,REST,0.000,15,93.70,4.24,641.60,29.14,15.36,0.00
S17,5,10,45206,50206,GESTURE,3,Wrist Flexion,0.979,14,90.22,2.80,665.71,21.99,14.05,0.00
S17,5,11,50206,55206,GESTURE,3,Wrist Flexion,0.674,14,90.27,3.85,665.86,29.30,14.14,0.00
S17,5,12,55206,60206,GESTURE,3,Wrist Flexion,1.000,13,84.79,5.10,710.00,40.60,33.72,8.33
S17,5,13,60206,65206,REST,-1,REST,0.009,13,84.95,5.64,709.38,48.71,27.25,16.67
S17,5,14,65206,70206,GESTURE,1,Hand Close,0.957,14,89.95,3.67,668.14,28.32,22.33,0.00
S17,5,15,70206,75206,GESTURE,1,Hand Close,0.678,14,90.13,2.91,666.43,22.19,16.51,0.00
S17,5,16,75206,80206,GESTURE,1,Hand Close,1.000,13,84.64,4.55,710.92,38.96,17.09,0.00
S17,5,17,80206,85206,REST,-1,REST,0.025,13,84.64,3.62,710.15,31.73,17.27,0.00
S17,5,18,85206,90206,GESTURE,5,Pointing Index,0.944,15,91.77,7.75,658.27,54.43,25.52,7.14
S17,5,19,90206,95206,GESTURE,5,Pointing Index,0.668,13,87.42,11.20,698.15,96.45,51.28,33.33
S17,5,20,95206,100206,GESTURE,5,Pointing Index,1.000,13,84.48,14.65,730.46,121.74,64.66,25.00
S17,5,21,100206,105206,REST,-1,REST,0.049,14,89.92,6.56,670.71,48.83,17.13,0.00
S17,5,22,105206,110206,GESTURE,8,Tripod Grasp,0.928,14,94.30,6.54,639.43,47.07,29.80,7.69
S17,5,23,110206,115206,REST,-1,REST,0.485,14,85.16,5.90,707.86,49.85,29.44,7.69
S17,5,24,115206,120206,GESTURE,8,Tripod Grasp,1.000,14,91.80,4.18,655.00,31.53,18.75,0.00
S17,5,25,120206,125206,REST,-1,REST,0.245,13,89.58,10.50,679.54,86.68,39.77,33.33
S17,5,26,125206,130206,GESTURE,10,Flexion of Middle Finger,0.726,15,90.47,5.56,665.73,42.49,24.36,0.00
S17,5,27,130206,135206,GESTURE,10,Flexion of Middle Finger,0.677,14,92.15,4.83,652.86,35.11,23.30,7.69
S17,5,28,135206,140206,GESTURE,10,Flexion of Middle Finger,1.000,13,88.08,7.15,685.85,59.52,31.69,16.67
S17,5,29,140206,145206,REST,-1,REST,0.258,13,81.56,3.15,736.77,30.51,19.79,0.00
S17,5,30,145206,150206,GESTURE,4,Wrist Extension,0.712,13,85.03,5.21,708.15,43.52,26.42,0.00
S17,5,31,150206,155206,GESTURE,4,Wrist Extension,0.668,13,89.85,8.17,673.38,64.13,32.22,8.33
S17,5,32,155206,160206,GESTURE,4,Wrist Extension,1.000,14,91.34,8.86,663.14,66.96,39.29,23.08
S17,5,33,160206,165206,REST,-1,REST,0.275,15,91.26,1.78,657.73,13.62,10.70,0.00
S17,5,34,165206,170206,GESTURE,6,Cut Something,0.693,13,87.09,3.93,690.31,31.55,24.58,0.00
S17,5,35,170206,175206,GESTURE,6,Cut Something,0.669,15,94.54,2.69,635.20,19.21,13.48,0.00
S17,5,36,175206,180206,GESTURE,6,Cut Something,1.000,16,100.89,1.53,594.88,9.44,8.56,0.00
S17,5,37,180206,185206,REST,-1,REST,0.301,14,90.64,7.50,666.29,54.16,21.36,0.00
S17,5,38,185206,190206,GESTURE,9,Flexion of Thumb,0.673,13,87.12,4.01,690.15,32.19,19.01,0.00
S17,5,39,190206,195206,GESTURE,9,Flexion of Thumb,0.670,15,92.72,6.06,650.00,45.61,22.23,0.00
S17,5,40,195206,200206,GESTURE,9,Flexion of Thumb,1.000,13,88.34,3.61,680.31,28.78,18.49,0.00
S17,5,41,200206,205206,REST,-1,REST,0.308,14,88.20,3.70,681.43,29.54,16.92,0.00
S17,5,42,205206,210206,GESTURE,7,Flexion of Little Finger,0.663,13,84.90,2.64,707.38,23.21,14.05,0.00
S17,5,43,210206,215206,GESTURE,7,Flexion of Little Finger,0.671,13,80.83,3.55,743.69,34.09,21.12,0.00
S17,5,44,215206,220206,GESTURE,7,Flexion of Little Finger,1.000,12,79.88,4.77,753.67,45.24,24.49,0.00
S17,6,1,382,5382,REST,-1,REST,0.000,14,85.41,4.22,704.29,37.55,22.65,0.00
S17,6,2,5382,10382,REST,-1,REST,0.000,13,87.90,3.60,683.69,28.73,16.50,0.00
S17,6,3,10382,15382,REST,-1,REST,0.000,15,92.72,7.87,651.73,56.36,17.56,0.00
S17,6,4,15382,20382,REST,-1,REST,0.000,16,106.53,1.80,563.38,9.95,8.47,0.00
S17,6,5,20382,25382,REST,-1,REST,0.025,17,107.31,3.30,559.65,17.68,7.98,0.00
S17,6,6,25382,30382,GESTURE,10,Flexion of Middle Finger,1.000,15,99.83,18.69,617.07,93.70,155.14,21.43
S17,6,7,30382,35382,GESTURE,10,Flexion of Middle Finger,0.668,13,83.24,4.96,723.38,44.79,20.22,0.00
S17,6,8,35382,40382,GESTURE,10,Flexion of Middle Finger,0.968,13,85.96,3.93,699.38,32.12,22.77,0.00
S17,6,9,40382,45382,REST,-1,REST,0.000,14,88.05,8.04,687.29,66.68,22.18,7.69
S17,6,10,45382,50382,GESTURE,2,Hand Open,0.996,14,91.15,5.57,660.71,42.10,18.08,0.00
S17,6,11,50382,55382,GESTURE,2,Hand Open,0.672,13,81.33,4.65,740.00,41.52,22.74,0.00
S17,6,12,55382,60382,GESTURE,2,Hand Open,0.989,13,82.99,5.85,726.46,51.31,21.79,0.00
S17,6,13,60382,65382,REST,-1,REST,0.000,13,88.46,5.96,681.38,47.93,18.38,0.00
S17,6,14,65382,70382,GESTURE,6,Cut Something,0.974,15,94.92,4.39,633.47,30.73,19.60,0.00
S17,6,15,70382,75382,GESTURE,6,Cut Something,0.673,16,100.49,6.52,599.75,42.94,17.76,0.00
S17,6,16,75382,80382,GESTURE,6,Cut Something,1.000,14,88.95,5.12,676.86,41.56,29.51,15.38
S17,6,17,80382,85382,REST,-1,REST,0.011,12,79.46,2.10,755.67,21.01,13.58,0.00
S17,6,18,85382,90382,GESTURE,5,Pointing Index,0.959,12,78.96,2.25,760.50,23.40,24.63,0.00
S17,6,19,90382,95382,GESTURE,5,Pointing Index,0.674,12,76.48,2.85,785.67,31.24,21.41,0.00
S17,6,20,95382,100382,GESTURE,5,Pointing Index,1.000,13,87.96,4.97,684.31,39.93,20.46,0.00
S17,6,21,100382,105382,REST,-1,REST,0.020,12,80.72,1.43,743.50,13.73,13.87,0.00
S17,6,22,105382,110382,GESTURE,7,Flexion of Little Finger,0.950,13,82.21,5.52,733.08,49.72,21.09,0.00
S17,6,23,110382,115382,GESTURE,7,Flexion of Little Finger,0.667,15,94.30,5.42,638.40,38.37,20.05,0.00
S17,6,24,115382,120382,GESTURE,7,Flexion of Little Finger,1.000,13,81.72,7.51,740.15,67.48,43.15,25.00
S17,6,25,120382,125382,REST,-1,REST,0.048,12,79.22,2.29,758.00,22.91,29.53,9.09
S17,6,26,125382,130382,GESTURE,3,Wrist Flexion,0.926,12,81.28,2.01,738.67,19.17,26.40,9.09
S17,6,27,130382,135382,GESTURE,3,Wrist Flexion,0.675,13,82.17,1.58,730.46,14.84,12.01,0.00
S17,6,28,135382,140382,GESTURE,3,Wrist Flexion,1.000,13,86.65,4.26,694.15,36.12,20.89,0.00
S17,6,29,140382,145382,REST,-1,REST,0.053,14,86.04,7.18,702.29,61.70,32.23,15.38
S17,6,30,145382,150382,GESTURE,8,Tripod Grasp,0.915,13,83.34,2.15,720.46,19.24,25.48,0.00
S17,6,31,150382,155382,GESTURE,8,Tripod Grasp,0.674,13,85.08,3.34,706.31,28.68,27.47,0.00
S17,6,32,155382,160382,GESTURE,8,Tripod Grasp,1.000,13,84.28,2.40,712.46,21.01,18.28,0.00
S17,6,33,160382,165382,REST,-1,REST,0.068,14,89.11,5.84,676.14,44.72,31.94,0.00
S17,6,34,165382,170382,GESTURE,4,Wrist Extension,0.903,14,94.01,4.26,639.57,31.15,16.77,0.00
S17,6,35,170382,175382,GESTURE,4,Wrist Extension,0.678,14,89.37,3.54,672.43,27.96,26.43,0.00
S17,6,36,175382,180382,GESTURE,4,Wrist Extension,1.000,12,81.54,3.86,737.50,35.87,15.89,0.00
S17,6,37,180382,185382,REST,-1,REST,0.070,14,87.82,5.79,686.14,46.16,18.16,0.00
S17,6,38,185382,190382,GESTURE,1,Hand Close,0.898,15,97.07,9.01,623.60,61.08,17.46,0.00
S17,6,39,190382,195382,GESTURE,1,Hand Close,0.666,16,108.49,27.99,589.38,167.28,265.43,33.33
S17,6,40,195382,200382,GESTURE,1,Hand Close,1.000,16,103.93,6.90,580.00,41.65,19.64,0.00
S17,6,41,200382,205382,REST,-1,REST,0.103,13,83.95,6.51,719.23,60.54,34.92,25.00
S17,6,42,205382,210382,GESTURE,9,Flexion of Thumb,0.870,13,84.66,5.48,711.69,48.25,34.66,16.67
S17,6,43,210382,215382,GESTURE,9,Flexion of Thumb,0.666,14,87.71,2.68,684.71,21.68,20.77,0.00
S17,6,44,215382,220382,GESTURE,9,Flexion of Thumb,1.000,14,88.72,3.09,677.14,24.43,14.76,0.00
S17,7,1,461,5461,REST,-1,REST,0.000,14,88.90,2.77,675.57,21.94,24.29,7.69
S17,7,2,5461,10461,REST,-1,REST,0.000,13,82.75,3.62,726.46,32.61,20.08,0.00
S17,7,3,10461,15461,REST,-1,REST,0.000,13,83.30,2.23,720.77,19.66,12.95,0.00
S17,7,4,15461,20461,REST,-1,REST,0.000,13,85.14,5.40,707.69,49.12,24.81,0.00
